job_id,job_role,industry,country,year,automation_risk_percent,ai_replacement_score,skill_gap_index,salary_before_usd,salary_after_usd,salary_change_percent,skill_demand_growth_percent,remote_feasibility_score,ai_adoption_level,education_requirement_level
6460,Teacher,Education,USA,2026,3.0,6.47,45.37,73683.25,73309.4,-0.51,8.43,22.84,50.84,3
6461,Data Analyst,Healthcare,Brazil,2023,39.67,50.71,54.73,10341.09,10856.97,4.99,11.45,65.26,60.9,3
6462,Software Engineer,Finance,Japan,2022,15.55,25.36,23.72,49137.54,53832.49,9.55,27.8,88.68,69.07,3
6463,Teacher,Healthcare,India,2023,18.84,5.18,32.82,5360.06,5277.27,-1.54,11.41,21.11,18.38,3
6464,Marketing Specialist,Healthcare,India,2022,49.86,48.58,63.51,7000.24,7111.74,1.59,21.61,81.9,41.54,3
6465,Software Engineer,Healthcare,Australia,2023,20.53,14.0,57.5,73396.17,79564.8,8.4,21.09,87.64,73.41,3
6466,Data Analyst,Technology,UK,2021,28.56,36.44,59.54,43303.14,44337.41,2.39,14.75,85.62,63.98,3
6467,Financial Analyst,Finance,Australia,2021,58.26,50.63,59.0,66647.68,62117.58,-6.8,3.52,87.63,40.52,4
6468,Mechanical Engineer,Transportation,Brazil,2026,17.6,30.28,52.13,15128.32,15350.08,1.47,10.79,5.37,45.67,3
6469,Marketing Specialist,Healthcare,Australia,2022,53.58,25.87,47.64,50211.64,50895.34,1.36,0.01,66.11,58.97,3
6470,Financial Analyst,Finance,UK,2020,54.75,48.37,51.84,48690.62,50143.05,2.98,0.92,64.95,38.46,4
6471,Software Engineer,Retail,Australia,2025,21.83,29.12,50.92,70674.54,74565.86,5.51,30.43,89.54,90.84,3
6472,Marketing Specialist,Technology,UK,2026,51.74,53.29,40.33,57467.44,57672.28,0.36,11.46,75.6,88.75,3
6473,Data Analyst,Retail,UK,2024,41.26,29.5,54.14,58577.05,61095.95,4.3,8.61,63.55,77.92,3
6474,Financial Analyst,Energy,Brazil,2023,25.77,54.5,52.08,21508.24,17527.11,-18.51,3.89,66.45,48.36,4
6475,Data Analyst,Manufacturing,UK,2023,28.1,39.68,72.26,44431.1,45500.55,2.41,10.01,83.21,79.71,3
6476,Mechanical Engineer,Transportation,USA,2024,12.1,20.78,57.15,69598.08,67710.68,-2.71,4.65,11.12,55.86,3
6477,Customer Support Rep,Transportation,Brazil,2023,49.26,62.94,24.55,8338.46,7303.86,-12.41,-7.61,80.62,45.5,2
6478,Marketing Specialist,Finance,Australia,2021,53.11,45.6,56.05,57655.03,57747.45,0.16,13.15,77.29,48.18,3
6479,Teacher,Education,India,2023,10.7,8.98,64.21,5796.4,5675.38,-2.09,1.28,21.26,22.27,3
6480,Teacher,Education,Germany,2021,12.26,11.89,39.51,57494.66,60703.99,5.58,0.94,28.12,11.95,3
6481,Data Analyst,Finance,Japan,2026,25.79,45.07,62.82,23591.47,25182.78,6.75,19.26,78.68,97.13,3
6482,Financial Analyst,Finance,Singapore,2021,64.78,62.16,42.63,58825.32,53236.96,-9.5,-1.83,66.59,45.96,4
6483,Mechanical Engineer,Technology,UK,2023,25.67,25.1,34.57,43575.63,44426.42,1.95,12.56,15.25,39.0,3
6484,Data Analyst,Healthcare,Japan,2026,35.84,41.0,78.38,33384.86,35483.81,6.29,16.41,79.48,92.36,3
6485,Mechanical Engineer,Manufacturing,Singapore,2024,17.09,21.52,42.26,51723.93,57296.43,10.77,13.8,11.95,56.39,3
6486,Customer Support Rep,Retail,India,2021,52.02,54.55,33.74,5143.81,4635.53,-9.88,-3.4,85.28,31.87,2
6487,Accountant,Manufacturing,Singapore,2022,67.48,84.01,39.84,44979.03,39815.66,-11.48,-3.27,73.84,49.79,3
6488,Mechanical Engineer,Energy,Japan,2026,27.19,22.3,54.71,70585.72,72578.9,2.82,4.85,13.82,51.84,3
6489,Accountant,Education,USA,2023,89.6,65.74,19.92,63855.22,58858.0,-7.83,-16.53,39.8,54.96,3
6490,HR Manager,Education,Germany,2023,17.79,17.29,16.24,45149.09,47234.27,4.62,-2.36,67.19,48.0,3
6491,Teacher,Healthcare,Australia,2021,11.14,16.98,37.38,71597.51,69767.7,-2.56,-1.65,42.78,20.97,3
6492,Customer Support Rep,Finance,UK,2026,68.84,61.7,30.11,30944.34,28929.89,-6.51,-12.11,81.85,91.14,2
6493,Customer Support Rep,Finance,India,2020,84.71,97.0,37.66,8021.67,7239.46,-9.75,-8.53,79.33,23.78,2
6494,Software Engineer,Healthcare,Canada,2020,17.56,23.98,72.72,95697.94,110329.99,15.29,15.68,79.22,64.22,3
6495,Software Engineer,Retail,Germany,2021,25.26,27.79,62.98,68954.65,73286.19,6.28,13.77,78.79,63.64,3
6496,Teacher,Healthcare,USA,2022,12.54,3.0,31.23,50759.67,48902.93,-3.66,-3.63,32.75,28.11,3
6497,Mechanical Engineer,Energy,UK,2022,15.17,3.01,40.43,56521.22,56492.4,-0.05,19.0,20.29,42.05,3
6498,Financial Analyst,Technology,Singapore,2022,69.34,50.65,47.49,55533.38,51717.77,-6.87,-9.98,66.81,52.78,4
6499,Financial Analyst,Finance,Singapore,2022,58.6,44.97,38.99,66477.67,67519.39,1.57,-5.7,76.37,52.42,4
6500,HR Manager,Manufacturing,Brazil,2026,29.56,26.6,34.63,8918.87,9046.89,1.44,12.17,80.23,46.76,3
6501,Data Analyst,Retail,Germany,2022,39.74,55.88,67.99,32032.48,33342.33,4.09,28.49,80.65,62.2,3
6502,Software Engineer,Technology,Australia,2021,14.72,4.12,16.95,56644.8,62218.56,9.84,24.57,86.78,70.98,3
6503,Teacher,Healthcare,USA,2025,4.13,3.0,44.02,38037.43,40436.05,6.31,-4.6,43.76,36.5,3
6504,Customer Support Rep,Retail,UK,2020,59.37,72.76,15.52,26863.36,22214.03,-17.31,-18.27,76.65,31.07,2
6505,Customer Support Rep,Retail,UK,2026,68.29,71.57,16.54,29678.45,25745.0,-13.25,-0.94,62.26,85.63,2
6506,Accountant,Manufacturing,Germany,2026,83.24,72.33,24.59,44846.53,40999.63,-8.58,-11.36,86.29,71.39,3
6507,Teacher,Education,Singapore,2023,5.05,9.41,50.03,40167.12,42810.61,6.58,1.02,43.26,35.19,3
6508,Financial Analyst,Finance,Japan,2022,60.96,67.95,13.07,50478.81,51721.98,2.46,-7.28,71.93,44.83,4
6509,HR Manager,Technology,Singapore,2023,18.74,36.47,39.44,42698.93,47284.38,10.74,7.19,74.32,40.42,3
6510,Accountant,Retail,UK,2026,81.31,60.86,52.69,50747.99,49372.0,-2.71,-8.79,91.53,81.03,3
6511,Software Engineer,Finance,Singapore,2025,15.46,29.23,67.42,70813.12,81148.37,14.6,18.52,86.39,99.0,3
6512,Customer Support Rep,Transportation,Brazil,2021,69.43,79.01,19.57,6423.54,6498.65,1.17,-11.86,80.15,33.64,2
6513,Software Engineer,Finance,Japan,2020,18.22,20.24,55.62,38578.73,37166.95,-3.66,17.91,82.86,56.86,3
6514,Data Analyst,Manufacturing,Japan,2022,19.13,43.98,74.7,26630.15,26729.58,0.37,24.95,75.49,62.72,3
6515,Truck Driver,Transportation,UK,2026,85.47,80.68,13.82,28997.32,27328.27,-5.76,-16.38,2.29,68.95,1
6516,HR Manager,Healthcare,Brazil,2021,23.46,42.43,59.12,5721.24,5770.73,0.86,8.48,54.88,22.5,3
6517,Software Engineer,Technology,Singapore,2024,11.81,31.31,64.46,53810.88,54608.92,1.48,14.42,92.71,94.03,3
6518,Teacher,Healthcare,Canada,2021,16.11,9.87,57.8,56742.13,58458.47,3.02,-7.49,21.95,17.74,3
6519,HR Manager,Finance,Australia,2021,3.0,30.57,41.82,70809.51,69837.04,-1.37,-1.93,58.26,29.45,3
6520,Marketing Specialist,Finance,UK,2020,32.44,42.24,56.53,52835.89,51694.6,-2.16,17.41,75.84,46.38,3
6521,Financial Analyst,Finance,Singapore,2026,63.33,65.31,49.91,66329.56,55793.66,-15.88,1.59,81.39,90.77,4
6522,Customer Support Rep,Transportation,Brazil,2022,66.8,90.08,33.78,4892.32,4714.12,-3.64,-4.07,63.08,41.52,2
6523,Financial Analyst,Finance,Australia,2020,53.55,35.35,43.2,68174.71,69152.81,1.43,2.48,82.42,29.21,4
6524,Data Analyst,Technology,Germany,2026,49.37,23.16,54.74,60364.44,54860.34,-9.12,17.39,94.51,85.07,3
6525,Mechanical Engineer,Manufacturing,USA,2021,10.02,23.55,24.55,97680.24,96057.27,-1.66,12.16,13.45,35.95,3
6526,Financial Analyst,Energy,Japan,2020,61.35,56.64,34.27,46418.05,48465.49,4.41,-6.68,69.46,35.14,4
6527,Truck Driver,Manufacturing,Japan,2025,85.67,76.5,12.47,38839.07,36086.87,-7.09,-7.8,4.4,62.81,1
6528,Accountant,Healthcare,Brazil,2025,72.44,84.86,47.42,11734.72,9996.01,-14.82,-6.87,49.95,49.68,3
6529,Mechanical Engineer,Transportation,Australia,2026,16.38,26.4,50.43,62904.16,65782.29,4.58,5.25,16.22,59.98,3
6530,Truck Driver,Energy,India,2023,82.35,85.16,24.4,4943.37,4198.91,-15.06,-20.58,4.69,31.71,1
6531,Data Analyst,Technology,Canada,2025,14.79,41.72,52.99,43625.68,45713.59,4.79,15.68,91.15,94.02,3
6532,Truck Driver,Retail,India,2020,67.27,77.12,23.76,4128.53,3734.52,-9.54,-10.64,5.67,13.01,1
6533,Data Analyst,Technology,Singapore,2020,32.39,40.87,78.2,53477.06,55400.59,3.6,12.74,71.27,54.51,3
6534,Accountant,Manufacturing,India,2024,71.02,61.97,18.65,6020.24,5609.98,-6.81,-2.36,45.91,36.72,3
6535,Customer Support Rep,Finance,USA,2022,59.52,64.98,26.96,43020.5,37096.38,-13.77,-9.09,78.72,57.49,2
6536,Data Analyst,Manufacturing,Brazil,2022,39.8,50.26,85.45,17191.07,17541.52,2.04,17.37,85.32,61.83,3
6537,Marketing Specialist,Finance,UK,2020,60.28,57.86,59.4,40746.9,44366.78,8.88,13.18,76.6,44.72,3
6538,Customer Support Rep,Transportation,USA,2026,72.11,89.05,36.54,46479.1,46373.1,-0.23,-4.99,84.78,99.0,2
6539,Customer Support Rep,Retail,Canada,2023,77.14,90.86,25.03,36269.12,33644.42,-7.24,-4.09,75.88,66.07,2
6540,Marketing Specialist,Finance,Japan,2021,36.4,52.18,22.17,32090.91,31135.71,-2.98,10.27,65.56,37.15,3
6541,HR Manager,Manufacturing,Germany,2022,19.45,28.16,80.75,48103.02,48823.67,1.5,5.13,47.46,32.38,3
6542,Mechanical Engineer,Energy,Germany,2026,30.21,36.52,55.0,75755.43,78013.73,2.98,14.73,20.75,60.91,3
6543,Software Engineer,Retail,Australia,2025,17.35,34.43,46.27,62905.88,66027.04,4.96,30.48,91.69,83.21,3
6544,Mechanical Engineer,Energy,Australia,2022,16.64,11.37,27.86,70087.44,75009.48,7.02,9.22,20.32,37.29,3
6545,Accountant,Finance,Brazil,2025,54.87,81.95,20.5,11674.28,10524.69,-9.85,-2.82,56.76,57.82,3
6546,Truck Driver,Transportation,Australia,2020,72.49,85.22,14.36,68504.06,62056.96,-9.41,-8.03,7.36,20.69,1
6547,Software Engineer,Finance,UK,2026,7.74,31.67,64.19,72218.66,81400.29,12.71,28.84,96.24,94.37,3
6548,Data Analyst,Healthcare,Canada,2022,38.51,33.01,64.83,69333.11,78811.34,13.67,37.2,90.45,68.48,3
6549,Customer Support Rep,Retail,Japan,2020,58.77,68.61,15.2,22181.54,20837.33,-6.06,-6.07,79.63,32.52,2
6550,HR Manager,Education,Australia,2020,25.97,32.66,27.31,54214.52,55346.58,2.09,5.42,65.25,20.64,3
6551,HR Manager,Education,Germany,2022,31.79,44.96,46.27,54755.26,54831.95,0.14,1.84,43.89,30.46,3
6552,Software Engineer,Retail,India,2021,16.71,13.26,45.26,6149.17,6347.79,3.23,37.83,95.21,47.34,3
6553,Software Engineer,Finance,Japan,2025,20.67,20.62,71.99,36518.03,42032.07,15.1,20.26,96.11,90.91,3
6554,Data Analyst,Technology,UK,2024,51.39,53.98,90.25,49901.14,51302.31,2.81,19.67,86.95,89.32,3
6555,Truck Driver,Manufacturing,Canada,2022,68.82,81.63,20.08,54847.77,51405.25,-6.28,-20.3,2.4,40.93,1
6556,HR Manager,Technology,Germany,2022,25.52,29.93,39.37,73677.92,77068.95,4.6,9.65,49.23,29.6,3
6557,Data Analyst,Manufacturing,Germany,2026,32.87,56.77,52.18,66200.09,67706.9,2.28,5.11,87.67,93.77,3
6558,Financial Analyst,Healthcare,Germany,2023,53.05,32.73,51.0,68059.02,65068.82,-4.39,-2.94,82.49,54.05,4
6559,Software Engineer,Retail,Australia,2020,3.0,20.32,44.44,88531.62,92464.2,4.44,37.8,86.51,55.28,3
6560,Financial Analyst,Energy,India,2021,63.03,64.81,48.95,9693.94,9889.24,2.01,5.95,76.36,40.29,4
6561,Mechanical Engineer,Transportation,Brazil,2020,25.1,16.99,49.33,4170.26,4389.6,5.26,10.29,26.62,21.26,3
6562,Truck Driver,Transportation,Singapore,2022,80.44,86.9,19.03,29246.23,23259.64,-20.47,-17.18,9.99,35.1,1
6563,Teacher,Healthcare,Canada,2024,7.53,3.0,39.73,56413.15,55793.11,-1.1,7.26,44.01,32.38,3
6564,Software Engineer,Healthcare,USA,2022,12.98,19.15,70.6,135378.53,159317.08,17.68,29.21,91.77,78.87,3
6565,HR Manager,Healthcare,Germany,2024,25.97,41.47,13.4,65055.23,67094.97,3.14,11.42,41.42,40.42,3
6566,Marketing Specialist,Retail,Japan,2026,49.97,52.79,53.9,31278.13,34265.59,9.55,3.05,77.1,85.46,3
6567,Teacher,Education,Australia,2021,21.85,11.12,27.48,58538.3,60935.56,4.1,-8.21,28.6,12.88,3
6568,Data Analyst,Retail,India,2021,54.36,38.8,43.63,11119.76,11835.98,6.44,10.15,84.83,39.12,3
6569,Customer Support Rep,Technology,Canada,2024,59.08,74.0,39.18,41110.55,37047.53,-9.88,-13.17,66.42,71.82,2
6570,Mechanical Engineer,Transportation,India,2023,18.63,17.6,45.1,11747.69,12036.56,2.46,-0.85,26.63,33.53,3
6571,Financial Analyst,Technology,Brazil,2023,65.99,73.04,39.83,14463.44,13885.41,-4.0,-5.37,55.59,42.31,4
6572,Truck Driver,Transportation,Singapore,2023,95.55,84.64,10.63,31296.72,28202.7,-9.89,-23.78,4.71,49.72,1
6573,Customer Support Rep,Finance,UK,2021,74.37,78.0,24.93,36820.26,33263.57,-9.66,-22.86,95.52,47.72,2
6574,Software Engineer,Finance,Japan,2025,21.06,24.21,51.4,31724.93,33150.31,4.49,22.83,93.47,78.78,3
6575,Accountant,Finance,Singapore,2022,74.34,56.83,35.1,44120.58,42083.91,-4.62,-13.8,88.3,39.95,3
6576,Software Engineer,Healthcare,Japan,2023,15.62,31.9,61.93,36749.03,39754.64,8.18,10.4,66.34,76.58,3
6577,Software Engineer,Retail,Germany,2025,13.01,40.51,17.96,82511.2,96165.39,16.55,22.72,90.85,86.85,3
6578,Data Analyst,Retail,India,2020,33.76,50.88,46.84,7418.46,7052.16,-4.94,23.22,88.13,39.11,3
6579,Data Analyst,Retail,Singapore,2021,57.71,60.33,74.98,49168.77,50532.15,2.77,19.86,76.72,66.43,3
6580,Teacher,Healthcare,India,2026,7.88,13.39,58.41,4873.53,4834.15,-0.81,12.92,2.0,30.96,3
6581,Truck Driver,Transportation,Canada,2025,72.73,85.87,24.61,48740.61,46470.74,-4.66,-7.38,5.83,64.03,1
6582,Marketing Specialist,Technology,Australia,2021,35.94,45.81,58.53,50869.34,54290.44,6.73,6.69,86.61,45.75,3
6583,Marketing Specialist,Finance,Canada,2025,64.31,25.05,44.72,55583.6,56965.24,2.49,17.32,76.3,84.27,3
6584,Truck Driver,Manufacturing,Singapore,2023,92.13,85.32,41.44,30536.12,28387.1,-7.04,-8.56,7.9,44.52,1
6585,Financial Analyst,Technology,Japan,2026,59.94,55.4,29.95,69044.3,69550.48,0.73,0.7,83.94,82.52,4
6586,Accountant,Manufacturing,USA,2023,65.49,76.71,47.36,77551.4,65244.79,-15.87,-8.9,73.38,53.29,3
6587,HR Manager,Education,Germany,2026,29.5,33.76,57.51,63798.38,65215.12,2.22,0.18,71.92,56.08,3
6588,HR Manager,Technology,Japan,2026,35.33,18.46,60.95,42670.57,46046.06,7.91,14.4,80.47,43.83,3
6589,Accountant,Education,Japan,2026,72.98,75.0,22.29,32063.69,29805.06,-7.04,-7.83,85.81,70.94,3
6590,HR Manager,Finance,India,2026,33.34,5.4,46.47,5829.31,5873.46,0.76,6.25,46.88,41.92,3
6591,Financial Analyst,Finance,India,2020,63.86,74.65,42.26,26409.66,25495.97,-3.46,-7.31,70.85,24.24,4
6592,Customer Support Rep,Retail,UK,2026,55.2,64.78,32.37,35418.4,30221.3,-14.67,-3.32,71.98,90.17,2
6593,Mechanical Engineer,Energy,India,2021,15.6,28.89,47.52,17890.42,18214.58,1.81,15.25,18.83,19.08,3
6594,Marketing Specialist,Healthcare,India,2020,29.31,46.02,38.92,11353.76,12393.73,9.16,16.79,70.26,25.22,3
6595,Marketing Specialist,Retail,Japan,2022,22.02,42.21,55.1,32678.84,32629.55,-0.15,8.96,84.04,53.85,3
6596,Teacher,Education,Australia,2024,10.61,7.45,22.73,54216.74,53873.94,-0.63,8.92,49.61,29.22,3
6597,Customer Support Rep,Finance,Japan,2025,68.95,78.9,29.05,33260.01,29585.77,-11.05,-7.29,68.83,78.95,2
6598,HR Manager,Education,Singapore,2020,27.88,10.38,41.11,37406.17,38923.36,4.06,13.83,49.93,21.91,3
6599,Accountant,Manufacturing,USA,2025,80.14,75.49,22.72,85371.87,79848.92,-6.47,-9.94,64.72,70.36,3
6600,Software Engineer,Technology,Brazil,2021,10.44,17.28,69.34,25880.99,27432.53,5.99,24.58,81.87,54.48,3
6601,Data Analyst,Finance,Australia,2024,48.13,37.5,53.86,65908.31,62873.09,-4.61,19.95,84.65,74.14,3
6602,Marketing Specialist,Technology,Australia,2021,40.42,45.14,58.51,38413.54,39344.41,2.42,22.4,96.64,40.58,3
6603,Mechanical Engineer,Technology,India,2023,35.85,24.29,61.24,8423.36,9158.99,8.73,9.16,22.92,30.01,3
6604,HR Manager,Manufacturing,India,2024,9.16,20.92,52.75,7717.36,8095.46,4.9,3.76,82.72,27.44,3
6605,Data Analyst,Technology,Germany,2023,52.19,47.85,63.87,58590.34,59627.94,1.77,9.32,85.56,71.47,3
6606,Teacher,Healthcare,UK,2026,7.75,9.82,29.79,42439.06,42853.38,0.98,0.81,34.55,38.94,3
6607,Accountant,Manufacturing,Germany,2021,56.13,73.4,34.77,47606.57,44839.56,-5.81,-6.88,85.71,35.24,3
6608,Marketing Specialist,Retail,Japan,2022,51.55,63.67,40.85,35719.94,36162.71,1.24,7.76,84.09,55.22,3
6609,Mechanical Engineer,Technology,USA,2020,19.43,19.53,32.49,127002.85,145209.06,14.34,9.66,25.03,22.96,3
6610,Software Engineer,Finance,Brazil,2022,20.16,18.96,72.07,13962.67,15768.43,12.93,14.8,96.92,55.43,3
6611,Software Engineer,Healthcare,Brazil,2024,23.67,15.67,65.8,19814.94,21086.68,6.42,24.42,90.78,63.22,3
6612,Financial Analyst,Energy,India,2023,46.43,63.66,44.16,15588.1,14028.77,-10.0,3.76,69.4,39.5,4
6613,Financial Analyst,Energy,Canada,2020,54.16,59.46,53.68,54356.56,55923.16,2.88,-2.38,71.28,31.73,4
6614,HR Manager,Healthcare,India,2021,20.23,50.86,39.81,12769.79,13309.71,4.23,8.16,55.75,13.35,3
6615,Software Engineer,Finance,Germany,2025,26.15,24.39,62.73,62890.31,71386.66,13.51,20.96,91.04,90.28,3
6616,Financial Analyst,Energy,USA,2020,50.33,47.89,27.37,98457.74,86830.0,-11.81,1.69,72.25,39.83,4
6617,Financial Analyst,Healthcare,Singapore,2020,61.21,61.55,54.48,65644.88,66092.85,0.68,-3.59,85.49,34.67,4
6618,Marketing Specialist,Finance,Singapore,2026,42.75,63.65,61.82,46086.25,43093.79,-6.49,0.82,75.65,99.0,3
6619,Teacher,Healthcare,Germany,2020,19.4,10.76,41.02,48158.28,52132.0,8.25,8.92,44.15,7.86,3
6620,Accountant,Manufacturing,Singapore,2025,66.58,80.41,25.14,41712.28,40805.34,-2.17,-4.92,74.61,66.82,3
6621,Teacher,Healthcare,Canada,2023,9.46,17.12,56.93,59282.19,60138.68,1.44,-0.43,47.27,30.84,3
6622,Software Engineer,Retail,Japan,2024,7.92,11.05,18.62,38952.81,43423.56,11.48,12.49,89.36,81.06,3
6623,Data Analyst,Finance,Canada,2025,18.93,42.18,50.04,66221.64,63868.73,-3.55,9.69,77.66,86.79,3
6624,Software Engineer,Healthcare,UK,2026,25.77,25.19,39.9,62678.05,66617.43,6.29,36.99,91.27,99.0,3
6625,Truck Driver,Retail,Japan,2026,71.5,88.57,10.72,26264.93,24173.08,-7.96,4.19,2.0,64.93,1
6626,Teacher,Healthcare,Japan,2025,10.88,8.03,63.73,41850.84,41273.72,-1.38,-2.19,12.24,41.06,3
6627,Data Analyst,Finance,Germany,2023,50.2,40.73,67.08,68072.88,69028.19,1.4,21.77,80.95,74.46,3
6628,Customer Support Rep,Retail,Singapore,2026,64.64,57.01,30.99,28741.32,26190.51,-8.88,-4.91,58.17,97.22,2
6629,Marketing Specialist,Retail,Singapore,2024,61.22,50.78,34.62,52307.81,52301.87,-0.01,18.53,67.93,76.21,3
6630,Customer Support Rep,Technology,Canada,2022,59.39,82.27,25.84,45034.02,45600.16,1.26,-14.6,59.32,55.1,2
6631,HR Manager,Technology,Japan,2026,30.95,24.81,46.06,46394.28,45859.33,-1.15,-6.52,71.67,52.43,3
6632,Teacher,Education,Japan,2022,8.34,10.19,20.0,39701.17,39214.63,-1.23,-6.33,27.9,20.69,3
6633,Truck Driver,Retail,Singapore,2020,77.72,80.57,13.22,16466.39,16601.86,0.82,-18.92,4.37,22.96,1
6634,Mechanical Engineer,Manufacturing,Canada,2025,6.63,6.97,22.9,72348.01,76069.91,5.14,-1.96,14.28,54.04,3
6635,Data Analyst,Technology,Canada,2024,45.86,49.52,49.42,50442.74,51665.47,2.42,11.42,83.37,82.58,3
6636,Teacher,Healthcare,Germany,2020,12.23,7.22,56.26,58453.56,59248.15,1.36,11.96,34.24,9.9,3
6637,Teacher,Healthcare,Japan,2026,4.52,7.04,36.51,44293.72,42885.49,-3.18,-0.4,45.58,46.24,3
6638,Teacher,Education,Germany,2023,6.63,14.33,23.58,58168.3,59571.23,2.41,-0.46,11.98,29.28,3
6639,Teacher,Healthcare,UK,2023,25.39,5.98,32.83,52103.52,50622.96,-2.84,7.52,38.02,24.89,3
6640,Truck Driver,Retail,Brazil,2023,74.06,69.76,13.83,11160.0,9288.86,-16.77,-6.51,4.24,39.16,1
6641,HR Manager,Healthcare,Canada,2025,21.47,37.4,17.03,53764.03,53334.66,-0.8,11.52,58.11,54.15,3
6642,HR Manager,Education,Japan,2020,30.35,43.33,55.54,43890.55,44714.21,1.88,8.92,72.77,18.79,3
6643,Marketing Specialist,Retail,UK,2021,40.23,23.99,28.66,27590.9,28637.94,3.79,20.35,84.57,51.25,3
6644,Data Analyst,Technology,India,2026,46.14,45.55,93.04,11465.6,11857.33,3.42,27.83,90.26,63.15,3
6645,Software Engineer,Technology,Brazil,2021,3.0,14.66,72.66,25965.79,27110.67,4.41,25.43,84.9,58.82,3
6646,Teacher,Education,USA,2024,5.29,3.0,35.81,60934.53,60885.18,-0.08,4.16,75.52,31.12,3
6647,Data Analyst,Finance,UK,2020,54.46,24.04,61.7,38658.85,41862.23,8.29,26.03,77.11,52.94,3
6648,Customer Support Rep,Retail,Singapore,2021,73.03,68.63,13.91,24767.41,23643.01,-4.54,-14.25,70.43,42.56,2
6649,Financial Analyst,Healthcare,Brazil,2021,69.12,32.54,56.55,18099.29,17696.67,-2.22,2.38,50.25,31.03,4
6650,Accountant,Retail,Germany,2026,68.33,76.67,38.78,57980.9,51092.12,-11.88,3.87,58.14,73.14,3
6651,Software Engineer,Technology,Japan,2024,8.29,11.87,67.28,57951.49,63821.77,10.13,37.18,96.33,83.91,3
6652,Truck Driver,Transportation,Canada,2026,63.72,78.85,11.34,37328.54,31691.85,-15.1,-2.04,8.16,68.08,1
6653,Software Engineer,Healthcare,Germany,2021,18.73,3.0,47.11,56255.46,58534.02,4.05,23.29,83.69,73.9,3
6654,Truck Driver,Energy,Brazil,2024,77.88,97.0,12.13,6655.23,5830.53,-12.39,-8.37,3.73,39.64,1
6655,Mechanical Engineer,Technology,India,2021,42.63,40.25,42.41,16667.49,18762.09,12.57,11.09,20.41,20.02,3
6656,Marketing Specialist,Healthcare,India,2024,20.36,47.21,42.81,7115.93,7457.99,4.81,25.3,87.67,51.85,3
6657,Mechanical Engineer,Transportation,Singapore,2025,3.0,21.24,48.2,52400.36,52834.75,0.83,0.91,13.11,62.57,3
6658,Financial Analyst,Energy,USA,2025,46.86,31.23,39.95,61880.95,64653.27,4.48,2.26,60.75,78.96,4
6659,Marketing Specialist,Technology,Japan,2023,50.32,49.97,46.96,30926.64,31814.59,2.87,2.51,72.54,63.95,3
6660,HR Manager,Healthcare,UK,2020,40.32,25.99,56.44,68898.31,65625.29,-4.75,-1.14,56.93,25.82,3
6661,Software Engineer,Technology,Canada,2020,27.18,18.69,94.8,81260.69,88983.85,9.5,32.8,90.82,58.21,3
6662,Customer Support Rep,Finance,Japan,2020,64.76,77.26,10.09,31153.11,32491.26,4.3,-17.23,76.73,35.2,2
6663,Teacher,Education,Australia,2025,5.59,11.36,19.47,58268.72,66022.63,13.31,1.88,18.76,37.6,3
6664,Mechanical Engineer,Technology,India,2024,37.1,44.51,48.42,10687.11,12236.59,14.5,10.69,27.14,42.59,3
6665,Mechanical Engineer,Manufacturing,Singapore,2022,15.6,28.51,39.98,63479.22,62132.37,-2.12,13.21,34.76,43.74,3
6666,Marketing Specialist,Technology,UK,2021,54.65,43.16,57.01,45829.73,45533.84,-0.65,4.99,82.06,46.52,3
6667,HR Manager,Technology,Japan,2022,23.64,31.29,32.82,64433.84,64952.27,0.8,7.21,54.72,27.3,3
6668,Software Engineer,Finance,Canada,2021,10.23,15.31,69.56,103233.88,111889.94,8.38,20.23,83.32,63.5,3
6669,Financial Analyst,Energy,Singapore,2021,62.0,60.64,65.81,56299.98,53080.21,-5.72,2.04,80.22,43.88,4
6670,Accountant,Finance,India,2025,81.08,81.68,28.1,6098.4,6066.38,-0.53,-5.97,75.54,50.58,3
6671,Marketing Specialist,Retail,Canada,2025,43.96,51.87,35.42,48380.67,48557.5,0.37,16.77,75.68,77.81,3
6672,HR Manager,Manufacturing,Germany,2020,33.71,47.15,53.99,74008.67,78140.31,5.58,1.04,84.87,20.65,3
6673,Customer Support Rep,Technology,Australia,2024,47.76,75.59,42.37,41961.21,40202.65,-4.19,-6.75,62.14,63.39,2
6674,Marketing Specialist,Retail,Japan,2026,34.8,56.02,50.52,24308.28,26167.98,7.65,-2.75,62.06,80.75,3
6675,Software Engineer,Technology,Australia,2023,14.08,3.75,92.63,51841.53,52719.3,1.69,19.26,94.58,77.06,3
6676,Customer Support Rep,Retail,UK,2024,70.88,81.76,41.7,26468.83,25122.59,-5.09,-21.27,64.37,69.08,2
6677,Data Analyst,Technology,Germany,2026,40.75,37.22,73.31,65601.47,65274.09,-0.5,15.44,63.47,95.59,3
6678,Data Analyst,Finance,Brazil,2020,34.81,40.77,92.43,10646.71,10911.24,2.48,21.93,70.61,41.2,3
6679,Teacher,Education,USA,2021,3.0,10.74,19.88,62025.28,62190.45,0.27,2.62,71.99,14.57,3
6680,Data Analyst,Finance,Japan,2022,37.28,57.11,60.29,39661.53,45749.52,15.35,12.9,71.55,59.43,3
6681,Mechanical Engineer,Manufacturing,Canada,2020,11.01,20.15,32.52,74978.47,72949.64,-2.71,7.38,14.2,26.59,3
